Ref,LEA Name,City,County,LEA Type,SB 978 Landing Page,Internet Archive Wayback URL,Policy Materials,Training Materials
SB978-420,Rio Dell Police Department,Rio Dell,Humboldt County,Police,https://cityofriodell.ca.gov/police,https://wayback.archive-it.org/16422/*/https://cityofriodell.ca.gov/police,https://cityofriodell.ca.gov/sites/cityofriodell.ca.gov/files/documents/RELEASE_20210322_T191538_Rio_Dell_PD_Policy_Manual.pdf,Not Available
SB978-422,Ripon Police Department,Ripon,San Joaquin County,Police,https://riponpd.org/?page_id=4293,https://wayback.archive-it.org/16422/*/https://riponpd.org/?page_id=4293,https://riponpd.org/wp-content/uploads/2021/02/RELEASE_20210205_T164435_Ripon_PD_Policy_Manual.pdf,Not Available
SB978-423,Riverside Community College District Police Department,Riverside,Riverside County,College/University,https://www.rccd.edu/police/Pages/index.aspx,https://wayback.archive-it.org/16422/*/https://www.rccd.edu/police/Pages/index.aspx,https://www.rccd.edu/police/Documents/manuals/Riverside_Community_College_District_Safety_and_Police_Department__Manual.pdf,Not Available
SB978-426,Riverside County Sheriff's Department,Riverside,Riverside County,Sheriff,https://www.riversidesheriff.org/663/Transparency,https://wayback.archive-it.org/16422/*/https://www.riversidesheriff.org/663/Transparency,https://www.riversidesheriff.org/DocumentCenter/View/4056/Department-Standards-Manual-61720,https://ca-riversidesheriff-hidden.civicplus.com/DocumentCenter/View/2661/Training-Course-Outlines-PDF
SB978-427,Riverside Police Department,Riverside,Riverside County,Police,https://riversideca.gov/rpd/resources-forms/rpd-policy-manual,https://wayback.archive-it.org/16422/*/https://riversideca.gov/rpd/resources-forms/rpd-policy-manual,https://riversideca.gov/rpd/sites/riversideca.gov.rpd/files/pdf/2020/RELEASE_20200317_T100316_Riverside_PD_Policy_Manual.pdf,Not Available
SB978-428,Rocklin Police Department,Rocklin,Placer County,Police,https://www.rocklin.ca.us/post/policies-procedures-training-manuals,https://wayback.archive-it.org/16422/*/https://www.rocklin.ca.us/post/policies-procedures-training-manuals,https://www.rocklin.ca.us/sites/main/files/file-attachments/rocklin_pd_policy_manual_december_23_2020_version.pdf?1608751708,https://www.rocklin.ca.us/sites/main/files/file-attachments/rocklin_pd_training_manual_posted_2020.pdf?1577216481
SB978-429,Rohnert Park Department of Public Safety,Rohnert Park,Sonoma County,Police,https://www.rpcity.org/cms/One.aspx?portalId=3037873&pageId=17201522,https://wayback.archive-it.org/16422/*/https://www.rpcity.org/cms/One.aspx?portalId=3037873&pageId=17201522,https://www.rpcity.org/UserFiles/Servers/Server_3037789/File/Public%20Safety/Police/RPDPS_Policy_Manual.pdf,Not Available
SB978-430,Roseville Police Department,Roseville,Placer County,Police,http://www.roseville.ca.us/cms/one.aspx?pageId=8644548,https://wayback.archive-it.org/16422/*/http://www.roseville.ca.us/cms/one.aspx?pageId=8644548,http://www.roseville.ca.us/UserFiles/Servers/Server_7964838/Image/Government/Departments/Police%20Department/Roseville_Police_Dept_Policy_and_Procuedure_Manual%202021_2ndQuarterRedacted.pdf,Not Available
SB978-431,Ross Police Department,Ross,Marin County,Police,https://www.townofross.org/police/page/police-department-policy-manual,https://wayback.archive-it.org/16422/*/https://www.townofross.org/police/page/police-department-policy-manual,https://www.townofross.org/sites/default/files/fileattachments/police/page/2911/ross_dept_of_ps_policy_manual_1.14.21.pdf,Not Available
SB978-436,Sacramento County Sheriff's Department,Sacramento,Sacramento County,Sheriff,https://www.sacsheriff.com/pages/transparency.php,https://wayback.archive-it.org/16422/*/https://www.sacsheriff.com/pages/transparency.php,https://www.dropbox.com/sh/7cnppdnpee9fhtn/AADqXvAjEBYxo4DQxSe29U2Wa?dl=0,https://www.dropbox.com/sh/w94an8drvin7hq4/AABuO__1BbSu-IBi7KLSDXTwa?dl=0
SB978-437,Sacramento Police Department,Sacramento,Sacramento County,Police,https://www.cityofsacramento.org/Police/Transparency,https://wayback.archive-it.org/16422/*/https://www.cityofsacramento.org/Police/Transparency,https://www.cityofsacramento.org/Police/Transparency/General-Orders,https://www.cityofsacramento.org/Police/Transparency
SB978-439,Saddleback Community College Police Department,Mission Viejo,Orange County,College/University,https://www.socccd.edu/about/about_boardpolicynew.html,https://wayback.archive-it.org/16422/*/https://www.socccd.edu/about/about_boardpolicynew.html,https://www.socccd.edu/about/about_boardpolicynew.html,Not Available
SB978-440,Saint Helena Police Department,Saint Helena,Napa County,Police,https://www.cityofsthelena.org/police/page/police-resources,https://wayback.archive-it.org/16422/*/https://www.cityofsthelena.org/police/page/police-resources,https://www.cityofsthelena.org/sites/default/files/fileattachments/police/page/981/release_20180727_t093404_st_helena_pd_policy_manual_1.pdf,Not Available
SB978-443,San Benito County Sheriff's Department,Hollister,San Benito County,Sheriff,http://sbso.us/administration,https://wayback.archive-it.org/16422/*/http://sbso.us/administration,http://sbso.us/wp-content/uploads/2013/09/San-Benito-County-Sheriff-Policy-Manual.pdf,http://sbso.us/wp-content/uploads/2013/09/Annual-Training-Calendar-Corrections.pdf
SB978-446,San Bernardino County Sheriff-Coroner,San Bernardino,San Bernardino County,Sheriff,https://wp.sbcounty.gov/sheriff/programs/department-policy-mandates/,https://wayback.archive-it.org/16422/*/https://wp.sbcounty.gov/sheriff/programs/department-policy-mandates/,https://wp.sbcounty.gov/sheriff/programs/department-policy-mandates/,https://wp.sbcounty.gov/sheriff/programs/department-policy-mandates/
SB978-447,San Bernardino Police Department,San Bernardino,San Bernardino County,Police,http://www.sbcity.org/cityhall/police_department/sb_978/default.asp,https://wayback.archive-it.org/16422/*/http://www.sbcity.org/cityhall/police_department/sb_978/default.asp,http://www.sbcity.org/civicax/filebank/blobdload.aspx?t=40364.7&BlobID=27936,http://www.sbcity.org/cityhall/police_department/sb_978/default.asp
SB978-449,San Bruno Police Department,San Bruno,San Mateo County,Police,https://www.sanbruno.ca.gov/gov/city_departments/police/police_policies.htm,https://wayback.archive-it.org/16422/*/https://www.sanbruno.ca.gov/gov/city_departments/police/police_policies.htm,https://www.sanbruno.ca.gov/civicax/filebank/blobdload.aspx?t=65879.56&BlobID=31382,Not Available
SB978-455,San Diego County Probation Department ,San Diego,San Diego County,Probation,https://www.sandiegocounty.gov/content/sdc/probation/Probation_Policies.html,https://wayback.archive-it.org/16422/*/https://www.sandiegocounty.gov/content/sdc/probation/Probation_Policies.html,https://www.sandiegocounty.gov/content/sdc/probation/Probation_Policies.html,https://www.sandiegocounty.gov/content/sdc/probation/Probation_Policies.html
SB978-456,San Diego County Sheriff's Department,San Diego,San Diego County,Sheriff,https://www.sdsheriff.gov/resources/open-data/sb-978,https://wayback.archive-it.org/16422/*/https://www.sdsheriff.gov/resources/open-data/sb-978,https://www.sdsheriff.gov/home/showpublisheddocument?id=1525,Not Available
SB978-457,San Diego Harbor Police Department,San Diego,San Diego County,Port,https://www.portofsandiego.org/search?keyword=SB-978,https://wayback.archive-it.org/16422/*/https://www.portofsandiego.org/search?keyword=SB-978,https://pantheonstorage.blob.core.windows.net/public-safety/Port-of-San-Diego-Harbor-Police-Training-Documents-Policy-Manual.pdf,https://www.portofsandiego.org/search?keyword=SB-978
SB978-458,San Diego Police Department,San Diego,San Diego County,Police,https://www.sandiego.gov/police/about/procedures,https://wayback.archive-it.org/16422/*/https://www.sandiego.gov/police/about/procedures,https://s3-us-west-2.amazonaws.com/themis2.datasd.org/policies_procedures/Policies/Complete%20Department%20Policy%20Manual.pdf,https://www.sandiego.gov/police/about/procedures
SB978-136,San Diego State University Police Department,San Diego,San Diego County,College/University,https://police.sdsu.edu/about/department_policies_final,https://wayback.archive-it.org/16422/*/https://police.sdsu.edu/about/department_policies_final,https://police.sdsu.edu/about/sdsupd_manual.pdf,https://police.sdsu.edu/about/department_policies_final
SB978-460,San Fernando Police Department,San Fernando,Los Angeles County,Police,https://ci.san-fernando.ca.us/police/#1541103930593-dc0f267b-c9a0,https://wayback.archive-it.org/16422/*/https://ci.san-fernando.ca.us/police/#1541103930593-dc0f267b-c9a0,https://ci.san-fernando.ca.us/wp-content/uploads/2019/11/San-Fernando-Police-Department-Policy-Manual-2019.pdf,https://ci.san-fernando.ca.us/police/#1541103930593-dc0f267b-c9a0
SB978-463,San Francisco County Sheriff's Department,San Francisco,San Francisco County,Sheriff,https://www.sfsheriff.com/forms-policies-reports/policies-and-rules,https://wayback.archive-it.org/16422/*/https://www.sfsheriff.com/forms-policies-reports/policies-and-rules,https://www.sfsheriff.com/forms-policies-reports/policies-and-rules,https://www.sfsheriff.com/forms-policies-reports/policies-and-rules
SB978-465,San Francisco Police Department,San Francisco,San Francisco County,Police,https://www.sanfranciscopolice.org/your-sfpd/policies,https://wayback.archive-it.org/16422/*/https://www.sanfranciscopolice.org/your-sfpd/policies,https://www.sanfranciscopolice.org/your-sfpd/policies/general-orders,Not Available
SB978-466,San Gabriel Police Department,San Gabriel,Los Angeles County,Police,https://www.sangabrielcity.com/1415/Standards-Polices-and-Practices,https://wayback.archive-it.org/16422/*/https://www.sangabrielcity.com/1415/Standards-Polices-and-Practices,https://www.sangabrielcity.com/DocumentCenter/View/12155/San-Gabriel-PD-Policy-Manual?bidId=,https://www.sangabrielcity.com/DocumentCenter/View/12154/San-Gabriel-City-Mandatory-Training-List?bidId=
SB978-469,San Joaquin County Probation Department,Stockton,San Joaquin County,Probation,https://www.sjgov.org/department/prob/sb-978-policies,https://wayback.archive-it.org/16422/*/https://www.sjgov.org/department/prob/sb-978-policies,https://www.sjgov.org/department/prob/sb-978-policies,https://www.sjgov.org/WorkArea/DownloadAsset.aspx?id=32051
SB978-470,San Joaquin County Sheriff's Department,French Camp,San Joaquin County,Sheriff,https://www.sjsheriff.org/department-policy/,https://wayback.archive-it.org/16422/*/https://www.sjsheriff.org/department-policy/,https://www.sjsheriff.org/department-policy/,Not Available
SB978-471,San Joaquin Delta College Police Department,Stockton,San Joaquin County,College/University,https://www.deltacollege.edu/district-police/transparency,https://wayback.archive-it.org/16422/*/https://www.deltacollege.edu/district-police/transparency,https://www.deltacollege.edu/district-police/transparency,https://www.deltacollege.edu/district-police/transparency
SB978-472,San Jose Police Department,San Jose,Santa Clara County,Police,https://www.sjpd.org/records/documents-policies,https://wayback.archive-it.org/16422/*/https://www.sjpd.org/records/documents-policies,https://www.sjpd.org/records/documents-policies,https://www.sjpd.org/records/documents-policies
SB978-475,San Leandro Police Department,San Leandro,Alameda County,Police,https://www.sanleandro.org/depts/pd/information_portal/senate_bill_978.asp,https://wayback.archive-it.org/16422/*/https://www.sanleandro.org/depts/pd/information_portal/senate_bill_978.asp,https://www.sanleandro.org/depts/pd/information_portal/lexipol_policies.asp,https://www.sanleandro.org/depts/pd/information_portal/senate_bill_978.asp
SB978-477,San Luis Obispo County Sheriff's Department,San Luis Obispo,San Luis Obispo County,Sheriff,http://www.slosheriff.org/lexipol.php,https://wayback.archive-it.org/16422/*/http://www.slosheriff.org/lexipol.php,http://www.slosheriff.org/LEXIPOL%20JUNE%202020.pdf,http://www.slosheriff.org/lexipol.php
SB978-478,San Luis Obispo Police Department,San Luis Obispo,San Luis Obispo County,Police,https://www.slocity.org/government/department-directory/police-department/police-department-policy-sb-978,https://wayback.archive-it.org/16422/*/https://www.slocity.org/government/department-directory/police-department/police-department-policy-sb-978,https://www.slocity.org/home/showpublisheddocument?id=28875,https://www.slocity.org/government/department-directory/police-department/police-department-policy-sb-978/training-manuals-materials
SB978-479,San Marino Police Department,San Marino,Los Angeles County,Police,https://www.cityofsanmarino.org/government/departments/police/policies___training.php,https://wayback.archive-it.org/16422/*/https://www.cityofsanmarino.org/government/departments/police/policies___training.php,https://www.cityofsanmarino.org/Policy%20Manual.pdf,https://www.cityofsanmarino.org/government/departments/police/briefing_training.php
SB978-481,San Mateo County Sheriff's Office,Redwood City,San Mateo County,Sheriff,https://www.smcsheriff.com/policies-and-procedures,https://wayback.archive-it.org/16422/*/https://www.smcsheriff.com/policies-and-procedures,https://www.smcsheriff.com/policies-and-procedures,https://www.smcsheriff.com/policies-and-procedures
SB978-482,San Mateo Police Department,San Mateo,San Mateo County,Police,https://www.cityofsanmateo.org/4333/Policy-and-Oversight,https://wayback.archive-it.org/16422/*/https://www.cityofsanmateo.org/4333/Policy-and-Oversight,https://www.cityofsanmateo.org/DocumentCenter/View/79089/San-Mateo-PD-Policy-Manual,https://www.cityofsanmateo.org/DocumentCenter/View/82055/San-Mateo-PD-Training-Plan8102020?bidId=
SB978-483,San Pablo Police Department,San Pablo,Contra Costa County,Police,https://www.sanpabloca.gov/DocumentCenter/View/12653/RELEASE_20191230_T143925_Policy_Manual-12-30-2019?bidId=,https://wayback.archive-it.org/16422/*/https://www.sanpabloca.gov/DocumentCenter/View/12653/RELEASE_20191230_T143925_Policy_Manual-12-30-2019?bidId=,https://www.sanpabloca.gov/DocumentCenter/View/12653/RELEASE_20191230_T143925_Policy_Manual-12-30-2019,Not Available
SB978-484,San Rafael Police Department,San Rafael,Marin County,Police,https://www.srpd.org/transparency,https://wayback.archive-it.org/16422/*/https://www.srpd.org/transparency,https://www.srpd.org/downloads/policies/San_Rafael_PD_Policy_Manual8262020.pdf,https://www.srpd.org/transparency-training-documents.php
SB978-485,San Ramon Police Department,San Ramon,Contra Costa County,Police,https://www.sanramon.ca.gov/cms/One.aspx?portalId=10826130&pageId=16341234,https://wayback.archive-it.org/16422/*/https://www.sanramon.ca.gov/cms/One.aspx?portalId=10826130&pageId=16341234,https://www.sanramon.ca.gov/UserFiles/Servers/Server_10826046/File/Our%20City/Departments/Police/Divisions%20and%20Units/Professional%20Standards/srpdpolicy.pdf,https://www.sanramon.ca.gov/cms/one.aspx?portalId=10826130&pageId=16343535
SB978-486,Sand City Police Department,Sand City,Monterey County,Police,https://www.sandcity.org/government/city-departments/transparency,https://wayback.archive-it.org/16422/*/https://www.sandcity.org/government/city-departments/transparency,https://www.sandcity.org/home/showpublisheddocument?id=616,Not Available
SB978-487,Sanger Police Department,Sanger,Fresno County,Police,http://www.ci.sanger.ca.us/454/Sanger-PD-Policy-Manual,https://wayback.archive-it.org/16422/*/http://www.ci.sanger.ca.us/454/Sanger-PD-Policy-Manual,http://www.ci.sanger.ca.us/DocumentCenter/View/1162/2016-Sanger-PD-Policy-Manual,Not Available
SB978-488,Santa Ana Police Department,Santa Ana,Orange County,Police,https://www.santa-ana.org/pd/training-division/police-department-policies,https://wayback.archive-it.org/16422/*/https://www.santa-ana.org/pd/training-division/police-department-policies,https://www.santa-ana.org/pd/training-division/police-department-policies,https://www.santa-ana.org/pd/training-division/police-department-policies/training-bulletins
SB978-489,Santa Ana Unified School District Police Department,Santa Ana,Orange County,School,http://www.ci.sanger.ca.us/454/Sanger-PD-Policy-Manual,https://wayback.archive-it.org/16422/*/http://www.ci.sanger.ca.us/454/Sanger-PD-Policy-Manual,http://www.ci.sanger.ca.us/DocumentCenter/View/1162/2016-Sanger-PD-Policy-Manual,Not Available
SB978-491,Santa Barbara County Sheriff's Department,Santa Barbara,Santa Barbara County,Sheriff,https://www.sbsheriff.org/about-us/policies-and-procedures/,https://wayback.archive-it.org/16422/*/https://www.sbsheriff.org/about-us/policies-and-procedures/,https://www.sbsheriff.org/about-us/policies-and-procedures/,Not Available
SB978-492,Santa Barbara Police Department,Santa Barbara,Santa Barbara County,Police,https://www.santabarbaraca.gov/gov/depts/police/policies/default.asp,https://wayback.archive-it.org/16422/*/https://www.santabarbaraca.gov/gov/depts/police/policies/default.asp,https://www.santabarbaraca.gov/civicax/filebank/blobdload.aspx?BlobID=225125,https://www.santabarbaraca.gov/civicax/filebank/blobdload.aspx?BlobID=225127
SB978-495,Santa Clara County Sheriff's Department,San Jose,Santa Clara County,Sheriff,https://countysheriff.sccgov.org/about-us/so-policies-procedures,https://wayback.archive-it.org/16422/*/https://countysheriff.sccgov.org/about-us/so-policies-procedures,https://countysheriff.sccgov.org/about-us/so-policies-procedures,https://countysheriff.sccgov.org/about-us/so-policies-procedures
SB978-496,Santa Clara Police Department,Santa Clara,Santa Clara County,Police,https://www.santaclaraca.gov/our-city/departments-g-z/police-department/about-us/policy-information-and-training-summary,https://wayback.archive-it.org/16422/*/https://www.santaclaraca.gov/our-city/departments-g-z/police-department/about-us/policy-information-and-training-summary,https://www.santaclaraca.gov/our-city/departments-g-z/police-department/about-us/policy-information-and-training-summary,https://www.santaclaraca.gov/our-city/departments-g-z/police-department/about-us/policy-information-and-training-summary
SB978-498,Santa Cruz County District Attorney,Santa Cruz,Santa Cruz County,District Attorney,http://datinternet.co.santa-cruz.ca.us/,https://wayback.archive-it.org/16422/*/http://datinternet.co.santa-cruz.ca.us/,http://datinternet.co.santa-cruz.ca.us/Portals/24/pdfs/SCDAI%20Policy%20Manual.pdf,Not Available
SB978-499,Santa Cruz County Sheriff's Department,Santa Cruz,Santa Cruz County,Sheriff,http://www.scsheriff.com/,https://wayback.archive-it.org/16422/*/http://www.scsheriff.com/,http://www.scsheriff.com/Portals/1/County/sheriff/Sheriff%20Policy%20Manual.pdf,Not Available
SB978-500,Santa Cruz Police Department,Santa Cruz,Santa Cruz County,Police,https://www.cityofsantacruz.com/government/city-departments/police/community-policing,https://wayback.archive-it.org/16422/*/https://www.cityofsantacruz.com/government/city-departments/police/community-policing,https://www.cityofsantacruz.com/home/showpublisheddocument?id=82328,https://www.cityofsantacruz.com/government/city-departments/police/community-policing
SB978-501,Santa Fe Springs Police Services,Santa Fe Springs,Los Angeles County,Police,https://www.cityofwhittier.org/government/police/information-center/wpd-policy-manual,https://wayback.archive-it.org/16422/*/https://www.cityofwhittier.org/government/police/information-center/wpd-policy-manual,https://www.cityofwhittier.org/home/showdocument?id=892,Not Available
SB978-502,Santa Maria Police Department,Santa Maria,Santa Barbara County,Police,https://www.cityofsantamaria.org/city-government/departments/police-services/policies-procedures-training,https://wayback.archive-it.org/16422/*/https://www.cityofsantamaria.org/city-government/departments/police-services/policies-procedures-training,https://www.cityofsantamaria.org/home/showdocument?id=27046,https://www.cityofsantamaria.org/city-government/departments/police-services/policies-procedures-training
SB978-504,Santa Monica Police Department,Santa Monica,Los Angeles County,Police,https://www.santamonicapd.org/,https://wayback.archive-it.org/16422/*/https://www.santamonicapd.org/,https://powerdms.com/public/SANTAMONICACA/tree,https://powerdms.com/public/SANTAMONICACA/tree
SB978-505,Santa Paula Police Department,Santa Paula,Ventura County,Police,https://spcity.org/220/Police,https://wayback.archive-it.org/16422/*/https://spcity.org/220/Police,https://spcity.org/DocumentCenter/View/1200/Santa-Paula-Department-Policy-?bidId=,Not Available
SB978-506,Santa Rosa Junior College Police Department,Santa Rosa,Sonoma County,College/University,https://police.santarosa.edu/sb-978-training-plan,https://wayback.archive-it.org/16422/*/https://police.santarosa.edu/sb-978-training-plan,Not Available,https://police.santarosa.edu/sites/police.santarosa.edu/files/documents/2020.SRJC_.PD_.TrainingPlan.pdf
SB978-507,Santa Rosa Police Department,Santa Rosa,Sonoma County,Police,https://srcity.org/3093/Transparency-Information,https://wayback.archive-it.org/16422/*/https://srcity.org/3093/Transparency-Information,https://srcity.org/DocumentCenter/View/30463/__Policy_Manual2020OctNEW?bidId=,https://srcity.org/3202/Training
SB978-508,Sausalito Police Department,Sausalito,Marin County,Police,https://www.sausalito.gov/departments/police-department/programs-services/department-policy,https://wayback.archive-it.org/16422/*/https://www.sausalito.gov/departments/police-department/programs-services/department-policy,https://www.sausalito.gov/home/showpublisheddocument?id=27354,Not Available
SB978-509,Scotts Valley Police Department,Scotts Valley,Santa Cruz County,Police,https://www.scottsvalleypd.com/year-end-reports,https://wayback.archive-it.org/16422/*/https://www.scottsvalleypd.com/year-end-reports,https://b80011d4-4667-40e9-9e7d-dbef33705521.filesusr.com/ugd/5168d6_5d08991cadc34fd288e350f49a192a2d.pdf,Not Available
SB978-510,Seal Beach Police Department,Seal Beach,Orange County,Police,https://www.sealbeachca.gov/Departments/Police/Policy-and-Training/Policy-and-Training-Resources,https://wayback.archive-it.org/16422/*/https://www.sealbeachca.gov/Departments/Police/Policy-and-Training/Policy-and-Training-Resources,https://www.sealbeachca.gov/Portals/0/Documents/Seal%20Beach%20Department%20Online%20Policy%20Manual%20January%202020.pdf?ver=2020-01-29-113743-830,https://www.sealbeachca.gov/Departments/Police/Policy-and-Training/Policy-and-Training-Resources
SB978-511,Seaside Police Department,Seaside,Monterey County,Police,http://www.ci.seaside.ca.us/676/Department-Policies,https://wayback.archive-it.org/16422/*/http://www.ci.seaside.ca.us/676/Department-Policies,http://www.ci.seaside.ca.us/676/Department-Policies,http://www.ci.seaside.ca.us/676/Department-Policies
SB978-512,Sebastopol Police Department,Sebastopol,Sonoma County,Police,https://ci.sebastopol.ca.us/City-Government/Departments-Services/Police,https://wayback.archive-it.org/16422/*/https://ci.sebastopol.ca.us/City-Government/Departments-Services/Police,https://ci.sebastopol.ca.us/SebastopolSite/media/Documents/Police_Dept/Police-Policy-Manual-March-2021.pdf?ext=.pdf,https://ci.sebastopol.ca.us/SebastopolSite/media/Documents/Police_Dept/FTO-Manual_1.pdf?ext=.pdf
SB978-513,Selma Police Department,Selma,Fresno County,Police,http://www.cityofselma.com/police/,https://wayback.archive-it.org/16422/*/http://www.cityofselma.com/police/,http://www.cityofselma.com/PDFs/Web%20Site%20Applications/Police/RELEASE_20191021_T160620_Selma_PD_Policy_Manual%20(2).pdf,Not Available
SB978-514,Shafter Police Department,Shafter,Kern County,Police,https://www.shafter.com/Search?searchPhrase=police%20policy,https://wayback.archive-it.org/16422/*/https://www.shafter.com/Search?searchPhrase=police%20policy,https://www.shafter.com/DocumentCenter/View/4625/Shafter-Police-Policy-Manual-as-of-2020-11-24?bidId=,Not Available
SB978-517,Shasta County Sheriff's Department,Redding,Shasta County,Sheriff,https://www.co.shasta.ca.us/index/sheriff/policy-manual,https://wayback.archive-it.org/16422/*/https://www.co.shasta.ca.us/index/sheriff/policy-manual,https://www.co.shasta.ca.us/index/sheriff/policy-manual,Not Available
SB978-520,Sierra County Sheriff's Office,Downieville,Sierra County,Sheriff,http://sierracounty.ca.gov/572/Sheriffs-Office-Policies,https://wayback.archive-it.org/16422/*/http://sierracounty.ca.gov/572/Sheriffs-Office-Policies,http://sierracounty.ca.gov/DocumentCenter/View/4362/Sierra-County-LE-Policy-Manual,Not Available
SB978-521,Sierra Madre Police Department,Sierra Madre,Los Angeles County,Police,https://www.cityofsierramadre.com/cityhall/departments/police_department/sb978,https://wayback.archive-it.org/16422/*/https://www.cityofsierramadre.com/cityhall/departments/police_department/sb978,https://www.cityofsierramadre.com/UserFiles/Servers/Server_212309/File/Departments/Police%20Department/Policy/SMPD%20Policy%20Manual.pdf,Not Available
SB978-522,Signal Hill Police Department,Signal Hill,Los Angeles County,Police,https://www.cityofsignalhill.org/499/Police-Department,https://wayback.archive-it.org/16422/*/https://www.cityofsignalhill.org/499/Police-Department,https://www.cityofsignalhill.org/DocumentCenter/View/8399/Signal_Hill_PD_Policy_Manual-2021?bidId=,Not Available
SB978-523,Simi Valley Police Department,Simi Valley,Ventura County,Police,https://www.simivalley.org/departments/police-department/policies-procedures-training,https://wayback.archive-it.org/16422/*/https://www.simivalley.org/departments/police-department/policies-procedures-training,https://www.simivalley.org/home/showpublisheddocument?id=20914,https://www.simivalley.org/home/showpublisheddocument?id=21586
SB978-525,Siskiyou County Sheriff's Department,Yreka,Siskiyou County,Sheriff,https://www.co.siskiyou.ca.us/sites/default/files/fileattachments/enforcement_division/page/1491/so_20191231_policymanual.pdf,https://wayback.archive-it.org/16422/*/https://www.co.siskiyou.ca.us/sites/default/files/fileattachments/enforcement_division/page/1491/so_20191231_policymanual.pdf,https://www.co.siskiyou.ca.us/sites/default/files/fileattachments/enforcement_division/page/1491/so_20191231_policymanual.pdf,Not Available
SB978-529,Solano County Sheriff's Department,Fairfield,Solano County,Sheriff,https://www.solanocounty.com/depts/sheriff/pubinfo/policies_procedures_and_training_materials/default.asp,https://wayback.archive-it.org/16422/*/https://www.solanocounty.com/depts/sheriff/pubinfo/policies_procedures_and_training_materials/default.asp,https://powerdms.com/public/SolanoCounty/tree,https://powerdms.com/public/SolanoCounty/tree
SB978-531,Soledad Police Department,Soledad,Monterey County,Police,https://cityofsoledad.com/our-city/public-safety-services/police-department/,https://wayback.archive-it.org/16422/*/https://cityofsoledad.com/our-city/public-safety-services/police-department/,https://www.dropbox.com/sh/oiu5lfwr1nspcsp/AAADFLCtcq-xrsmdB5-Hos2ha?dl=0,https://www.dropbox.com/sh/546v1owhrjdle3o/AAByQ2Q2deL1L1yzhcosJWWua?dl=0
SB978-534,Sonoma County Probation Department,Santa Rosa,Sonoma County,Probation,https://sonomacounty.ca.gov/Probation/Policies-and-Training/,https://wayback.archive-it.org/16422/*/https://sonomacounty.ca.gov/Probation/Policies-and-Training/,https://sonomacounty.ca.gov/Probation/Policies-and-Training/,https://sonomacounty.ca.gov/Probation/Policies-and-Training/
SB978-535,Sonoma County Sheriff's Office,Santa Rosa,Sonoma County,Sheriff,https://www.sonomasheriff.org/policies-and-training,https://wayback.archive-it.org/16422/*/https://www.sonomasheriff.org/policies-and-training,https://static1.squarespace.com/static/542ec317e4b0d41ade8801fb/t/5ff651e5b1a9a3188e587e81/1609978350926/Policy_Manual+1-6-21.pdf,https://www.sonomasheriff.org/policies-and-training
SB978-536,Sonoma Police Department,Sonoma,Sonoma County,Police,https://www.sonomasheriff.org/policies-and-training,https://wayback.archive-it.org/16422/*/https://www.sonomasheriff.org/policies-and-training,https://www.sonomasheriff.org/policies-and-training,https://www.sonomasheriff.org/policies-and-training
SB978-140,Sonoma State University Police and Parking Services,Rohnert Park,Sonoma County,College/University,https://web.sonoma.edu/ps/about/department_forms.html,https://wayback.archive-it.org/16422/*/https://web.sonoma.edu/ps/about/department_forms.html,http://web.sonoma.edu/ps/about/Web%20Policy_Manual.pdf,https://web.sonoma.edu/ps/about/FTO%20Manual.pdf
SB978-537,Sonora Police Department,Sonora,Tuolumne County,Police,https://www.sonorapd.com/general-information/forms/,https://wayback.archive-it.org/16422/*/https://www.sonorapd.com/general-information/forms/,https://www.sonorapd.com/wp-content/uploads/2021/03/Sonora_PD_Policy_Manual-Jan-2021.pdf,Not Available
SB978-538,South Gate Police Department,South Gate,Los Angeles County,Police,http://www.cityofsouthgate.org/814/Senate-Bill-978,https://wayback.archive-it.org/16422/*/http://www.cityofsouthgate.org/814/Senate-Bill-978,http://www.cityofsouthgate.org/DocumentCenter/View/5878/South_Gate_PD_Policy_Manual?bidId=,Not Available
SB978-539,South Lake Tahoe Police Department,South Lake Tahoe,El Dorado County,Police,https://www.cityofslt.us/302/Police-Department,https://wayback.archive-it.org/16422/*/https://www.cityofslt.us/302/Police-Department,https://www.cityofslt.us/DocumentCenter/View/13226/September-2020-PD-Policy-update?bidId=,Not Available
SB978-540,South Pasadena Police Department,South Pasadena,Los Angeles County,Police,https://www.southpasadenaca.gov/government/departments/police/policies,https://wayback.archive-it.org/16422/*/https://www.southpasadenaca.gov/government/departments/police/policies,https://www.southpasadenaca.gov/home/showpublisheddocument?id=21144,https://www.southpasadenaca.gov/home/showpublisheddocument?id=21136
SB978-541,South San Francisco Police Department,South San Francisco,San Mateo County,Police,https://www.ssf.net/departments/police/on-line-reporting-permits-and-forms/eight-can-t-wait,https://wayback.archive-it.org/16422/*/https://www.ssf.net/departments/police/on-line-reporting-permits-and-forms/eight-can-t-wait,https://www.ssf.net/Home/ShowDocument?id=17063,Not Available
SB978-542,Southwestern Community College Police Department,Chula Vista,San Diego County,College/University,https://www.swccd.edu/student-support/safety-and-security/college-police-department/index.aspx,https://wayback.archive-it.org/16422/*/https://www.swccd.edu/student-support/safety-and-security/college-police-department/index.aspx,https://www.swccd.edu/student-support/safety-and-security/college-police-department/_files/southwestern-college-police-department-procedure-manual-030420.pdf,Not Available
