Ref,LEA Name,City,County,LEA Type,SB 978 Landing Page,Internet Archive Wayback URL,Policy Materials,Training Materials
SB978-544,Stanford University Department of Public Safety ,Palo Alto,Santa Clara County,College/University,https://police.stanford.edu/policy-procedure-deck.html,https://wayback.archive-it.org/16422/*/https://police.stanford.edu/policy-procedure-deck.html,https://police.stanford.edu/policy-procedure-deck.html,Not Available
SB978-546,Stanislaus County Sheriff's Department,Modesto,Stanislaus County,Sheriff,https://www.scsdonline.com/admin/policy-a-legislative-1.html,https://wayback.archive-it.org/16422/*/https://www.scsdonline.com/admin/policy-a-legislative-1.html,https://www.scsdonline.com/admin-forms.html?download=76:department-policy,https://www.scsdonline.com/online-svcs/forms/category/20-regional-training-center.html
SB978-548,Stockton Police Department,Stockton,San Joaquin County,Police,http://ww1.stocktonca.gov/Departments/Police/News-and-Information/General-Orders,https://wayback.archive-it.org/16422/*/http://ww1.stocktonca.gov/Departments/Police/News-and-Information/General-Orders,http://ww1.stocktonca.gov/Departments/Police/News-and-Information/General-Orders,Not Available
SB978-551,Suisun City Police Department,Suisun City,Solano County,Police,https://police.suisun.com/training-and-sb-978-compliance/,https://wayback.archive-it.org/16422/*/https://police.suisun.com/training-and-sb-978-compliance/,https://police.suisun.com/wp-content/uploads/2020/06/Suisun-PD-Policy-Manual.pdf,https://police.suisun.com/wp-content/uploads/2019/12/FieldTrainingOutlineSB978.pdf
SB978-552,Sunnyvale Department of Public Safety,Sunnyvale,Santa Clara County,Police,https://sunnyvale.ca.gov/government/safety/policies.htm,https://wayback.archive-it.org/16422/*/https://sunnyvale.ca.gov/government/safety/policies.htm,https://sunnyvale.ca.gov/civicax/filebank/blobdload.aspx?BlobID=26744,Not Available
SB978-556,Sutter County Sheriff's Department,Yuba City,Sutter County,Sheriff,https://www.suttercounty.org/doc/policies/so_publicRecords,https://wayback.archive-it.org/16422/*/https://www.suttercounty.org/doc/policies/so_publicRecords,https://www.suttercounty.org/assets/pdf/sheriff/TrainingManuals/Operations%20Manual.pdf,Not Available
SB978-558,Taft Police Department,Taft,Kern County,Police,https://www.cityoftaft.org/pview.aspx?id=56228&catid=562,https://wayback.archive-it.org/16422/*/https://www.cityoftaft.org/pview.aspx?id=56228&catid=562,https://www.cityoftaft.org/files/documents/TaftPDPolicyManual1743055921021621PM.pdf,https://post.ca.gov/
SB978-559,Tehachapi Police Department,Tehachapi,Kern County,Police,https://www.liveuptehachapi.com/451/Policies-ProceduresTraining-Standards,https://wayback.archive-it.org/16422/*/https://www.liveuptehachapi.com/451/Policies-ProceduresTraining-Standards,https://www.liveuptehachapi.com/DocumentCenter/View/5747/Tehachapi-Police-Department-Manual-of-Policy-and-Procedures,Not Available
SB978-561,Tehama County Sheriff's Department,Red Bluff,Tehama County,Sheriff,https://tehamaso.org/administration/about-tcso/,https://wayback.archive-it.org/16422/*/https://tehamaso.org/administration/about-tcso/,https://tehamaso.org/wp-content/uploads/2019/11/Tehama_County_SO_Policy_Manual.pdf,Not Available
SB978-563,Tiburon Police Department,Tiburon,Marin County,Police,http://www.townoftiburon.org/250/Transparency,https://wayback.archive-it.org/16422/*/http://www.townoftiburon.org/250/Transparency,http://www.townoftiburon.org/DocumentCenter/View/1991/Tiburon_PD_Policy_Manual_June-2020?bidId=,Not Available
SB978-564,Torrance Police Department,Torrance,Los Angeles County,Police,https://www.torranceca.gov/government/police/resources/procedure-manuals,https://wayback.archive-it.org/16422/*/https://www.torranceca.gov/government/police/resources/procedure-manuals,https://www.torranceca.gov/home/showpublisheddocument?id=62123,Not Available
SB978-565,Tracy Police Department,Tracy,San Joaquin County,Police,https://www.ci.tracy.ca.us/?navId=746,https://wayback.archive-it.org/16422/*/https://www.ci.tracy.ca.us/?navId=746,https://www.ci.tracy.ca.us/documents/Tracy_Police_Department_Lexipol_Policy_Manual.pdf,https://www.ci.tracy.ca.us/documents/Tracy_Police_Department_Training_Manual.pdf
SB978-569,Trinity County Sheriff's Department,Weaverville,Trinity County,Sheriff,https://www.trinitycounty.org/Sheriff-Department,https://wayback.archive-it.org/16422/*/https://www.trinitycounty.org/Sheriff-Department,https://www.trinitycounty.org/sites/default/files/Sheriff/documents/RELEASE_20191227_T120039_Trinity_County_Sheriff_s_Office_Policy_Manual.pdf,Not Available
SB978-570,Truckee Police Department,Truckee,Nevada County,Police,https://www.truckeepolice.com/police-services/transparency/,https://wayback.archive-it.org/16422/*/https://www.truckeepolice.com/police-services/transparency/,https://www.truckeepolice.com/wp-content/uploads/2020/06/Policy_Manual.pdf,https://www.truckeepolice.com/police-services/transparency/
SB978-573,Tulare County Sheriff's Department,Visalia,Tulare County,Sheriff,https://tularecounty.ca.gov/sheriff/index.cfm/divisions/policy-training/,https://wayback.archive-it.org/16422/*/https://tularecounty.ca.gov/sheriff/index.cfm/divisions/policy-training/,https://tularecounty.ca.gov/sheriff/index.cfm/divisions/policy-training/redacted-operations-policy/,https://tularecounty.ca.gov/sheriff/index.cfm/divisions/policy-training/post-training/
SB978-574,Tulare Police Department,Tulare,Tulare County,Police,https://www.tulare.ca.gov/government/departments/police,https://wayback.archive-it.org/16422/*/https://www.tulare.ca.gov/government/departments/police,https://www.tulare.ca.gov/home/showpublisheddocument?id=13415,Not Available
SB978-577,Tuolumne County Sheriff's Department,Sonora,Tuolumne County,Sheriff,https://www.tuolumnecounty.ca.gov/341/Sheriffs-Office,https://wayback.archive-it.org/16422/*/https://www.tuolumnecounty.ca.gov/341/Sheriffs-Office,https://www.tuolumnecounty.ca.gov/DocumentCenter/View/12131/TCSO-Policy-Manual,Not Available
SB978-578,Turlock Police Department,Turlock,Stanislaus County,Police,https://www.cityofturlock.org/policedepartment/sb978compliance/,https://wayback.archive-it.org/16422/*/https://www.cityofturlock.org/policedepartment/sb978compliance/,https://www.cityofturlock.org/policedepartment/sb978compliance/,https://www.cityofturlock.org/policedepartment/sb978compliance/
SB978-579,Tustin Police Department,Tustin,Orange County,Police,https://www.tustinca.org/169/Police,https://wayback.archive-it.org/16422/*/https://www.tustinca.org/169/Police,https://powerdms.com/public/TUSPD/tree,https://powerdms.com/public/TUSPD/tree
SB978-580,Twin Rivers Unified School District Police Services,McClellan Park,Sacramento County,School,https://www.twinriversusd.org/Operations/Police-Services/Senate-Bill-978/index.html,https://wayback.archive-it.org/16422/*/https://www.twinriversusd.org/Operations/Police-Services/Senate-Bill-978/index.html,https://www.twinriversusd.org/documents/Police%20Services/Policy%20Manual%2020120807.pdf,Not Available
SB978-581,UC Berkeley Police Department,Berkeley,Alameda County,College/University,https://ucpd.berkeley.edu/policies#PolicePolicies,https://wayback.archive-it.org/16422/*/https://ucpd.berkeley.edu/policies#PolicePolicies,https://ucpd.berkeley.edu/sites/default/files/university_of_california_berkeley_police_department_policy_manual_august_2020.pdf,Not Available
SB978-582,UC Davis Police Department,Davis,Yolo County,College/University,https://police.ucdavis.edu/professional-standards/policies,https://wayback.archive-it.org/16422/*/https://police.ucdavis.edu/professional-standards/policies,https://ucdavis.app.box.com/v/police-dept-policy-manual,Not Available
SB978-583,UC Irvine Police Department,Irvine,Orange County,College/University,https://www.police.uci.edu/how-do-i/policies.php,https://wayback.archive-it.org/16422/*/https://www.police.uci.edu/how-do-i/policies.php,https://www.police.uci.edu/how-do-i/_img/ucipd_policy_manual.pdf,https://www.police.uci.edu/how-do-i/police-training.php
SB978-584,UC Los Angeles Police Department,Los Angeles,Los Angeles County,College/University,https://www.police.ucla.edu/about-ucla-pd/department-information/policies,https://wayback.archive-it.org/16422/*/https://www.police.ucla.edu/about-ucla-pd/department-information/policies,https://www.police.ucla.edu/about-ucla-pd/department-information/policies,Not Available
SB978-585,UC Merced Police Department,Merced,Merced County,College/University,https://police.ucmerced.edu/DepartmentPolicies,https://wayback.archive-it.org/16422/*/https://police.ucmerced.edu/DepartmentPolicies,https://police.ucmerced.edu/sites/police.ucmerced.edu/files/documents/release_20210108_t164526_uc_merced_police_department_policy_manual.pdf,Not Available
SB978-586,UC Riverside Police Department,Riverside,Riverside County,College/University,https://police.ucr.edu/document/ucpd-policy-1,https://wayback.archive-it.org/16422/*/https://police.ucr.edu/document/ucpd-policy-1,https://police.ucr.edu/media/671/download,Not Available
SB978-587,UC San Diego Police Department,San Diego ,San Diego County,College/University,http://police.ucsd.edu/about/policies.html,https://wayback.archive-it.org/16422/*/http://police.ucsd.edu/about/policies.html,https://policy.ucop.edu/doc/4000382/PoliceProceduresManual,Not Available
SB978-588,UC San Francisco Police Department,San Francisco,San Francisco County,College/University,https://police.ucsf.edu/about-us/mission-vision-values/policies-procedures,https://wayback.archive-it.org/16422/*/https://police.ucsf.edu/about-us/mission-vision-values/policies-procedures,https://powerdms.com/public/UCSF/tree,Not Available
SB978-589,UC Santa Barbara Police Department,Santa Barbara,Santa Barbara County,College/University,https://www.police.ucsb.edu/policiesguidelines/policies-procedures,https://wayback.archive-it.org/16422/*/https://www.police.ucsb.edu/policiesguidelines/policies-procedures,Not Available,Not Available
SB978-590,UC Santa Cruz Police Department,Santa Cruz,Santa Cruz County,College/University,https://police.ucsc.edu/report/policies/index.html,https://wayback.archive-it.org/16422/*/https://police.ucsc.edu/report/policies/index.html,https://police.ucsc.edu/report/policies/index.html,Not Available
SB978-591,Ukiah Police Department,Ukiah,Mendocino County,Police,https://www.ukiahpolice.com/about/upd-policy-manual/,https://wayback.archive-it.org/16422/*/https://www.ukiahpolice.com/about/upd-policy-manual/,https://www.ukiahpolice.com/site/assets/files/2785/ukiah_pd_policy_manual_january_2021.pdf,Not Available
SB978-592,Union City Police Department,Union City,Alameda County,Police,https://www.unioncity.org/411/Police-Transparency-Portal,https://wayback.archive-it.org/16422/*/https://www.unioncity.org/411/Police-Transparency-Portal,https://www.unioncity.org/441/Police-Department-Policies,Not Available
SB978-597,Upland Police Department,Upland,San Bernardino County,Police,https://www.uplandca.gov/senate-bill-978,https://wayback.archive-it.org/16422/*/https://www.uplandca.gov/senate-bill-978,https://www.uplandca.gov/policy-and-procedures-manual,https://www.uplandca.gov/training-outlines
SB978-598,Vacaville Police Department,Vacaville,Solano County,Police,https://www.ci.vacaville.ca.us/government/police-department/pd-training,https://wayback.archive-it.org/16422/*/https://www.ci.vacaville.ca.us/government/police-department/pd-training,https://www.ci.vacaville.ca.us/home/showpublisheddocument?id=14998,https://www.ci.vacaville.ca.us/government/police-department/pd-training
SB978-600,Vallejo Police Department,Vallejo,Solano County,Police,https://vallejopd.net/public_information/codes_policies/sb_978,https://wayback.archive-it.org/16422/*/https://vallejopd.net/public_information/codes_policies/sb_978,https://vallejopd.net/UserFiles/Servers/Server_16397369/File/Public%20Information/Codes%20and%20Policies/20200402_T192542_Vallejo_PD_Policy_Manual.pdf,https://vallejopd.net/UserFiles/Servers/Server_16397369/File/Public%20Information/Codes%20and%20Policies/FTO%20Manual.pdf
SB978-601,Ventura County Community College District Police Department,Camarillo,Ventura County,College/University,https://www.vcccd.edu/departments/police/documents-forms,https://wayback.archive-it.org/16422/*/https://www.vcccd.edu/departments/police/documents-forms,Not Available,Not Available
SB978-602,Ventura County District Attorney,Ventura,Ventura County,District Attorney,https://www.vcdistrictattorney.com/services/policies-and-procedures/,https://wayback.archive-it.org/16422/*/https://www.vcdistrictattorney.com/services/policies-and-procedures/,https://www.vcdistrictattorney.com/wp-content/uploads/2020/01/Ventura-County-DA-CA-BOI-Policy-Manual.pdf,Not Available
SB978-603,Ventura County Sheriff's Department,Ventura,Ventura County,Sheriff,https://www.venturasheriff.org/public-resources/policy-manuals/,https://wayback.archive-it.org/16422/*/https://www.venturasheriff.org/public-resources/policy-manuals/,https://s29762.pcdn.co/wp-content/uploads/2021/02/RELEASE_20210202_T183010_Ventura_County_Sheriff_s_Office_-PUBLIC.pdf,https://www.venturasheriff.org/public-resources/policy-manuals/training-materials/
SB978-605,Ventura Police Department,Ventura,Ventura County,Police,https://www.cityofventura.ca.gov/1789/Required-Public-Postings,https://wayback.archive-it.org/16422/*/https://www.cityofventura.ca.gov/1789/Required-Public-Postings,https://www.cityofventura.ca.gov/DocumentCenter/View/24669/Ventura-PD-Policy-Manual-Release-12312020,https://www.cityofventura.ca.gov/1789/Required-Public-Postings
SB978-606,Vernon Police Department,Vernon,Los Angeles County,Police,http://www.cityofvernon.org/departments/police-department/433-sb-978,https://wayback.archive-it.org/16422/*/http://www.cityofvernon.org/departments/police-department/433-sb-978,http://www.cityofvernon.org/images/police/sb-978/Vernon%20PD%20Policy%20Manual%201-6-2021.pdf,http://www.cityofvernon.org/images/police/sb-978/manuals/Community%20Service%20Officer%20Training%20Manual.pdf
SB978-607,Victor Valley College Police Department,Victorville,San Bernardino County,College/University,http://www.vvc.edu/offices/campus_police/policies_procedures.shtml,https://wayback.archive-it.org/16422/*/http://www.vvc.edu/offices/campus_police/policies_procedures.shtml,http://www0.vvc.edu/offices/campus_police/Lexipol-Manual-Victor_Valley_College_PD_Chap1-9-1.pdf,Not Available
SB978-608,Visalia Police Department,Visalia,Tulare County,Police,https://www.visalia.city/depts/police/public_records_act/policy_manual/preface.asp,https://wayback.archive-it.org/16422/*/https://www.visalia.city/depts/police/public_records_act/policy_manual/preface.asp,https://www.visalia.city/depts/police/public_records_act/policy_manual/preface.asp,Not Available
SB978-609,Walnut Creek Police Department,Walnut Creek,Contra Costa County,Police,https://www.walnut-creek.org/departments/public-safety/police/policies-and-transparency-information,https://wayback.archive-it.org/16422/*/https://www.walnut-creek.org/departments/public-safety/police/policies-and-transparency-information,https://www.dropbox.com/sh/q2a730zstvinc0f/AADALOpG79GgJLdSSmiycmH7a?dl=0,Not Available
SB978-610,Watsonville Police Department,Watsonville,Santa Cruz County,Police,https://www.cityofwatsonville.org/1866/Policy-Manual,https://wayback.archive-it.org/16422/*/https://www.cityofwatsonville.org/1866/Policy-Manual,https://www.cityofwatsonville.org/DocumentCenter/View/15812/Policy-Manual-2021,Not Available
SB978-611,Weed Police Department,Weed,Siskiyou County,Police,https://www.ci.weed.ca.us/police,https://wayback.archive-it.org/16422/*/https://www.ci.weed.ca.us/police,https://www.ci.weed.ca.us/vertical/sites/%7BC0495501-9512-4786-A427-BAB3AEBDEA56%7D/uploads/Weed_Police_Department_Policy_Manual(1).pdf,Not Available
SB978-612,West Cities Police Communications Center,Seal Beach,Orange County,Communications,http://www.west-comm.org/transparency-in-government/policies-and-procedures/,https://wayback.archive-it.org/16422/*/http://www.west-comm.org/transparency-in-government/policies-and-procedures/,http://www.west-comm.org/wp-content/uploads/Policy-Procedure.pdf,Not Available
SB978-613,West Covina Police Department,West Covina,Los Angeles County,Police,"https://wcpd.org/index.php/resources/
",https://wayback.archive-it.org/16422/*/https://wcpd.org/index.php/resources/,https://wcpd.org/wp-content/uploads/2021/03/20201207_West_Covina_PD_Policy_Manual_Redacted.pdf,Not Available
SB978-614,West Sacramento Police Department,West Sacramento,Yolo County,Police,https://www.cityofwestsacramento.org/government/departments/police,https://wayback.archive-it.org/16422/*/https://www.cityofwestsacramento.org/government/departments/police,https://www.cityofwestsacramento.org/Home/ShowDocument?id=11168,Not Available
SB978-615,West Valley-Mission Community College District Police Department,Saratoga,Santa Clara County,College/University,https://wvm.edu/services/police/Pages/default.aspx#Tab5,https://wayback.archive-it.org/16422/*/https://wvm.edu/services/police/Pages/default.aspx#Tab5,https://wvm.edu/services/police/Pages/default.aspx#Tab5,Not Available
SB978-616,Westminster Police Department,Westminster,Orange County,Police,https://www.westminster-ca.gov/departments/police/admin/transparency,https://wayback.archive-it.org/16422/*/https://www.westminster-ca.gov/departments/police/admin/transparency,https://www.westminster-ca.gov/home/showpublisheddocument?id=904,Not Available
SB978-618,Wheatland Police Department,Wheatland,Yuba County,Police,http://www.wheatland.ca.gov/departments/police/,https://wayback.archive-it.org/16422/*/http://www.wheatland.ca.gov/departments/police/,http://www.wheatland.ca.gov/wp-content/uploads/RELEASE_20201214_T134024_Wheatland_PD_Policy_Manual.pdf,Not Available
SB978-620,Whittier Police Department,Whittier,Los Angeles County,Police,https://www.cityofwhittier.org/government/police/information-center/wpd-policy-manual,https://wayback.archive-it.org/16422/*/https://www.cityofwhittier.org/government/police/information-center/wpd-policy-manual,https://www.cityofwhittier.org/home/showpublisheddocument?id=6434,Not Available
SB978-621,Williams Police Department,Williams,Colusa County,Police,http://www.cityofwilliams.org/departments/police/sb-978.php,https://wayback.archive-it.org/16422/*/http://www.cityofwilliams.org/departments/police/sb-978.php,http://www.cityofwilliams.org/WPD%20Policy%20Release%2001.12.2021.pdf,Not Available
SB978-622,Willits Police Department,Willits,Mendocino County,Police,http://cityofwillits.org/148/Police,https://wayback.archive-it.org/16422/*/http://cityofwillits.org/148/Police,http://cityofwillits.org/DocumentCenter/View/627/Willits_PD_Policy_Manual-123119,Not Available
SB978-623,Windsor Police Department,Windsor,Sonoma County,Police,https://www.windsorpd.com/,https://wayback.archive-it.org/16422/*/https://www.windsorpd.com/,https://www.windsorpd.com/DocumentCenter/View/218/Windsor-Police-Department-Policy,Not Available
SB978-624,Winters Police Department,Winters,Yolo County,Police,http://www.winterspolice.org/contactstaff/pc13650_sb978/,https://wayback.archive-it.org/16422/*/http://www.winterspolice.org/contactstaff/pc13650_sb978/,http://www.winterspolice.org/wp-content/uploads/2019/10/RELEASE_20181105_T115305_Winters_Police_Department_Policy_Manual.pdf,Not Available
SB978-626,Woodland Police Department,Woodland,Yolo County,Police,https://www.cityofwoodland.org/1184/Senate-Bill-978,https://wayback.archive-it.org/16422/*/https://www.cityofwoodland.org/1184/Senate-Bill-978,https://www.cityofwoodland.org/DocumentCenter/View/6615/Woodland_PD_Policy_Manual_1_14_2021_Redacted?bidId=,https://www.cityofwoodland.org/DocumentCenter/View/5137/Woodland-PD-FTO-Manual?bidId=
SB978-627,Yolo County District Attorney,Woodland,Yolo County,District Attorney,https://yoloda.org/about-us/investigations-division-policies/,https://wayback.archive-it.org/16422/*/https://yoloda.org/about-us/investigations-division-policies/,https://yoloda.org/wp-content/uploads/2020/06/RELEASE_20200612_T141909_Yolo_County_DA_Policy_Manual-1.pdf,Not Available
SB978-628,Yolo County Sheriff's Department,Woodland,Yolo County,Sheriff,https://www.yolocountysheriff.com/about/policy-and-procedures/,https://wayback.archive-it.org/16422/*/https://www.yolocountysheriff.com/about/policy-and-procedures/,https://www.yolocountysheriff.com/wp-content/uploads/2020/07/Yolo_County_Sheriff_s_Office_Policy_Manual.pdf,Not Available
SB978-629,Yreka Police Department,Yreka,Siskiyou County,Police,http://www.ci.yreka.ca.us/Search?searchPhrase=police+policy,https://wayback.archive-it.org/16422/*/http://www.ci.yreka.ca.us/Search?searchPhrase=police+policy,http://ci.yreka.ca.us/DocumentCenter/View/824/Yreka_PD_Policy_Manual?bidId=,Not Available
SB978-630,Yuba City Police Department,Yuba City,Sutter County,Police,https://www.yubacity.net/cms/One.aspx?portalId=239258&pageId=16298984,https://wayback.archive-it.org/16422/*/https://www.yubacity.net/cms/One.aspx?portalId=239258&pageId=16298984,https://www.yubacity.net/common/pages/DisplayFile.aspx?itemId=17298234,https://www.yubacity.net/common/pages/DisplayFile.aspx?itemId=16299042  https://www.yubacity.net/common/pages/DisplayFile.aspx?itemId=16299044
SB978-633,Yuba County Sheriff's Department,Marysville,Yuba County,Sheriff,https://sheriff.co.yuba.ca.us/,https://wayback.archive-it.org/16422/*/https://sheriff.co.yuba.ca.us/,https://sheriff.co.yuba.ca.us/Documents/RELEASE_20191213_T105402_Yuba_County_SD_Policy_Manual.pdf,Not Available
